Entry	Entry_name	Status	Protein_names	Gene_names	EC_number	Cross-reference_(CCDS)	Cross-reference_(RefSeq)	Cross-reference_(KEGG)	Cross-reference_(PATRIC)
C9YKJ8	C9YKJ8_CLODR	unreviewed	Branched-chain_amino_acid_transport_system_carrier_protein	CDR20291_1100				cdl:CDR20291_1100	
C9YJQ5	C9YJQ5_CLODR	unreviewed	ABC_transporter,_substrate-binding_lipoprotein	CDR20291_0805				cdl:CDR20291_0805	
C9YHJ5	C9YHJ5_CLODR	unreviewed	2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_(EC_2.7.7.60)_(4-diphosphocytidyl-2C-methyl-D-erythritol_synthase)_(MEP_cytidylyltransferase)_(MCT)	ispD_CDR20291_0036	2.7.7.60			cdl:CDR20291_0036	
C9YQN0	C9YQN0_CLODR	unreviewed	Putative_exported_protein	CDR20291_2897				cdl:CDR20291_2897	
C9YMP2	C9YMP2_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1851				cdl:CDR20291_1851	
C9YI78	C9YI78_CLODR	unreviewed	Putative_exported_protein	CDR20291_0271				cdl:CDR20291_0271	
C9YQE5	C9YQE5_CLODR	unreviewed	CRISPR-associated_endoribonuclease_Cas2_(EC_3.1.-.-)	cas2_CDR20291_2810	3.1.-.-			cdl:CDR20291_2810	
C9YP84	C9YP84_CLODR	unreviewed	TetR-family_transcriptional_regulator	CDR20291_2397				cdl:CDR20291_2397	
C9YL41	C9YL41_CLODR	unreviewed	Putative_exported_polysaccharide_deacetylase	CDR20291_1293				cdl:CDR20291_1293	
C9YLC1	C9YLC1_CLODR	unreviewed	Putative_rubrerythrin	CDR20291_1373				cdl:CDR20291_1373	
C9YNL6	C9YNL6_CLODR	unreviewed	Sugar_phosphate_aldolase	CDR20291_2175				cdl:CDR20291_2175	
C9YLX9	C9YLX9_CLODR	unreviewed	Radical_SAM-superfamily_protein	CDR20291_1582				cdl:CDR20291_1582	
C9YQJ2	C9YQJ2_CLODR	unreviewed	Pectate_lyase_3_domain-containing_protein	CDR20291_2859				cdl:CDR20291_2859	
C9YNE3	C9YNE3_CLODR	unreviewed	Putative_acetyl-CoA_synthetase	CDR20291_2102				cdl:CDR20291_2102	
C9YLN5	C9YLN5_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1488				cdl:CDR20291_1488	
C9YRD2	C9YRD2_CLODR	unreviewed	Uncharacterized_protein	CDR20291_3150				cdl:CDR20291_3150	
C9YNX9	C9YNX9_CLODR	unreviewed	Putative_cell_wall_hydrolase	CDR20291_2292				cdl:CDR20291_2292	
C9YNC2	C9YNC2_CLODR	unreviewed	Probable_amino-acid_ABC_transporter,_permease_protein	CDR20291_2081				cdl:CDR20291_2081	
C9YMA4	C9YMA4_CLODR	unreviewed	DUF1653_domain-containing_protein	CDR20291_1708				cdl:CDR20291_1708	
C9YPC0	C9YPC0_CLODR	unreviewed	DUF4091_domain-containing_protein	CDR20291_2434				cdl:CDR20291_2434	
C9YHM3	C9YHM3_CLODR	unreviewed	Elongation_factor_G_(EF-G)	fusA_CDR20291_0064				cdl:CDR20291_0064	
C9YPR4	C9YPR4_CLODR	unreviewed	Hypoxanthine_phosphoribosyltransferase_(EC_2.4.2.8)	hpt_CDR20291_2579	2.4.2.8			cdl:CDR20291_2579	
C9YPE2	C9YPE2_CLODR	unreviewed	Histidine_kinase_(EC_2.7.13.3)	CDR20291_2456	2.7.13.3			cdl:CDR20291_2456	
C9YMB3	C9YMB3_CLODR	unreviewed	UPF0246_protein_CDR20291_1717	CDR20291_1717				cdl:CDR20291_1717	
C9YHR2	C9YHR2_CLODR	unreviewed	30S_ribosomal_protein_S9	rpsI_CDR20291_0103				cdl:CDR20291_0103	
C9YQT2	C9YQT2_CLODR	unreviewed	Transposase-like_protein_b	CDR20291_2950				cdl:CDR20291_2950	
C9YQ06	C9YQ06_CLODR	unreviewed	Putative_glycosyltransferase	CDR20291_2671				cdl:CDR20291_2671	
C9YRZ5	C9YRZ5_CLODR	unreviewed	Putative_iron_ABC_transporter,_solute-binding_lipoprotein	CDR20291_3363				cdl:CDR20291_3363	
C9YLL7	C9YLL7_CLODR	unreviewed	Putative_transcriptional_regulator	CDR20291_1470				cdl:CDR20291_1470	
C9YIS3	C9YIS3_CLODR	unreviewed	Protein-glutamate_methylesterase_(EC_3.1.1.61)	CDR20291_0467	3.1.1.61			cdl:CDR20291_0467	
C9YPU9	C9YPU9_CLODR	unreviewed	Putative_UDP-N-acetylglucosamine--N-acetylmuramyl-(Pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase	CDR20291_2614				cdl:CDR20291_2614	
C9YPA7	C9YPA7_CLODR	unreviewed	ABC_transporter_ATP-binding_protein	CDR20291_2421				cdl:CDR20291_2421	
C9YQE1	C9YQE1_CLODR	unreviewed	Biotin_transporter	bioY_CDR20291_2806				cdl:CDR20291_2806	
C9YJF5	C9YJF5_CLODR	unreviewed	LacI-family_transcriptional_regulator	CDR20291_0705				cdl:CDR20291_0705	
C9YLU8	C9YLU8_CLODR	unreviewed	Lipoprotein	CDR20291_1551				cdl:CDR20291_1551	
C9YQW4	C9YQW4_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2982				cdl:CDR20291_2982	
C9YQI2	C9YQI2_CLODR	unreviewed	PTS_system,_IIc_component	CDR20291_2849				cdl:CDR20291_2849	
C9YMS6	C9YMS6_CLODR	unreviewed	ABC_transporter,_permease_protein	CDR20291_1885				cdl:CDR20291_1885	
C9YKF8	C9YKF8_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1059				cdl:CDR20291_1059	
C9YHP3	C9YHP3_CLODR	unreviewed	30S_ribosomal_protein_S5	rpsE_CDR20291_0084				cdl:CDR20291_0084	
C9YNL0	C9YNL0_CLODR	unreviewed	Putative_transcriptional_antiterminator	CDR20291_2169				cdl:CDR20291_2169	
C9YKF2	C9YKF2_CLODR	unreviewed	Putative_pyrophosphokinase	CDR20291_1053				cdl:CDR20291_1053	
C9YKZ3	C9YKZ3_CLODR	unreviewed	Putative_muramoyltetrapeptide_carboxypeptidase	CDR20291_1245				cdl:CDR20291_1245	
C9YLV4	C9YLV4_CLODR	unreviewed	Probable_cation-transporting_ATPase	CDR20291_1557				cdl:CDR20291_1557	
C9YNU6	C9YNU6_CLODR	unreviewed	L-aspartate_oxidase	nadB_CDR20291_2258				cdl:CDR20291_2258	
C9YHR5	C9YHR5_CLODR	unreviewed	Anaerobic_ribonucleoside-triphosphate_reductase	nrdD_CDR20291_0106				cdl:CDR20291_0106	
C9YLA0	C9YLA0_CLODR	unreviewed	ABC_transporter,_ATP-binding_protein	CDR20291_1352				cdl:CDR20291_1352	
C9YLZ4	C9YLZ4_CLODR	unreviewed	Riboflavin_synthase_alpha_chain	ribB_CDR20291_1597				cdl:CDR20291_1597	
C9YMS4	C9YMS4_CLODR	unreviewed	Two-component_sensor_histidine_kinase	CDR20291_1883				cdl:CDR20291_1883	
C9YKS5	C9YKS5_CLODR	unreviewed	PTS_system,_maltose_and_glucose-specific_IIbc_component	malX_CDR20291_1177				cdl:CDR20291_1177	
C9YM54	C9YM54_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1658				cdl:CDR20291_1658	
C9YLM6	C9YLM6_CLODR	unreviewed	Histidinol_dehydrogenase_(HDH)_(EC_1.1.1.23)	hisD_CDR20291_1479	1.1.1.23			cdl:CDR20291_1479	
C9YHR7	C9YHR7_CLODR	unreviewed	Diadenylate_cyclase_(DAC)_(EC_2.7.7.85)_(Cyclic-di-AMP_synthase)_(c-di-AMP_synthase)	dacA_CDR20291_0108	2.7.7.85			cdl:CDR20291_0108	
C9YQL9	C9YQL9_CLODR	unreviewed	Anhydro-N-acetylmuramic_acid_kinase_(EC_2.7.1.170)_(AnhMurNAc_kinase)	anmK_CDR20291_2886	2.7.1.170			cdl:CDR20291_2886	
C9YIX8	C9YIX8_CLODR	unreviewed	Methylated-DNA--protein-cysteine_methyltransferase_(EC_2.1.1.63)_(6-O-methylguanine-DNA_methyltransferase)_(MGMT)_(O-6-methylguanine-DNA-alkyltransferase)	ogt1_CDR20291_0524	2.1.1.63			cdl:CDR20291_0524	
C9YJ52	C9YJ52_CLODR	unreviewed	Putative_RNA_polymerase_sigma_factor	CDR20291_0600				cdl:CDR20291_0600	
C9YIH3	C9YIH3_CLODR	unreviewed	Activator_of_2-hydroxyisocaproyl-CoA_dehydratase	hadI_CDR20291_0367				cdl:CDR20291_0367	
C9YRN4	C9YRN4_CLODR	unreviewed	Cobalt-precorrin-8x_methylmutase	cbiC_CDR20291_3252				cdl:CDR20291_3252	
C9YNU9	C9YNU9_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2261				cdl:CDR20291_2261	
C9YJG9	C9YJG9_CLODR	unreviewed	GTPase_HflX_(GTP-binding_protein_HflX)	hflX_CDR20291_0719				cdl:CDR20291_0719	
C9YI05	C9YI05_CLODR	unreviewed	GMP_synthase_[glutamine-hydrolyzing]_(EC_6.3.5.2)_(GMP_synthetase)_(Glutamine_amidotransferase)	guaA_CDR20291_0198	6.3.5.2			cdl:CDR20291_0198	
C9YNQ6	C9YNQ6_CLODR	unreviewed	Putative_sigma-54_interacting_transcription_antiterminator	CDR20291_2217				cdl:CDR20291_2217	
C9YNC3	C9YNC3_CLODR	unreviewed	Probable_amino-acid_ABC_transporter,_permease_protein	CDR20291_2082				cdl:CDR20291_2082	
C9YNB0	C9YNB0_CLODR	unreviewed	Putative_RNA-binding_protein	CDR20291_2069				cdl:CDR20291_2069	
C9YN20	C9YN20_CLODR	unreviewed	Putative_transposase	CDR20291_1979				cdl:CDR20291_1979	
C9YHK6	C9YHK6_CLODR	unreviewed	Putative_thymidylate_synthase_(EC_2.1.1.148)	CDR20291_0047	2.1.1.148			cdl:CDR20291_0047	
C9YKI2	C9YKI2_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1084				cdl:CDR20291_1084	
C9YJJ7	C9YJJ7_CLODR	unreviewed	PTS_system,_IIabc_component	CDR20291_0747				cdl:CDR20291_0747	
C9YM67	C9YM67_CLODR	unreviewed	Amino_acid_ABC_transporter,_ATP-binding_protein	CDR20291_1671				cdl:CDR20291_1671	
C9YQM3	C9YQM3_CLODR	unreviewed	ABC_transporter,_ATP-binding_protein	CDR20291_2890				cdl:CDR20291_2890	
C9YKD9	C9YKD9_CLODR	unreviewed	tRNA_N6-adenosine_threonylcarbamoyltransferase_(EC_2.3.1.234)	gcp_CDR20291_1040	2.3.1.234			cdl:CDR20291_1040	
C9YRN6	C9YRN6_CLODR	unreviewed	Pthreonine-phosphate_decarboxylase	cobD_CDR20291_3254				cdl:CDR20291_3254	
C9YN22	C9YN22_CLODR	unreviewed	Putative_FAD-binding_subunit_of_xanthine_dehydrogenase_dehydrogenase	pucC1_CDR20291_1981				cdl:CDR20291_1981	
C9YNV7	C9YNV7_CLODR	unreviewed	Putative_aspartate_aminotransferase	CDR20291_2269				cdl:CDR20291_2269	
C9YJG0	C9YJG0_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0710				cdl:CDR20291_0710	
C9YKC8	C9YKC8_CLODR	unreviewed	Fructose-1,6-bisphosphatase_class_3_(FBPase_class_3)_(EC_3.1.3.11)_(D-fructose-1,6-bisphosphate_1-phosphohydrolase_class_3)	fbp_CDR20291_1029	3.1.3.11			cdl:CDR20291_1029	
C9YJT6	C9YJT6_CLODR	unreviewed	Putative_hydrolase	CDR20291_0836				cdl:CDR20291_0836	
C9YR16	C9YR16_CLODR	unreviewed	D-hydantoinase	CDR20291_3034				cdl:CDR20291_3034	
C9YR30	C9YR30_CLODR	unreviewed	Cell_surface_protein	CDR20291_3048				cdl:CDR20291_3048	
C9YSF8	C9YSF8_CLODR	unreviewed	DUF3343_domain-containing_protein	CDR20291_3526				cdl:CDR20291_3526	
C9YRV5	C9YRV5_CLODR	unreviewed	50S_ribosomal_protein_L31	rpmE_CDR20291_3323				cdl:CDR20291_3323	
C9YIE2	C9YIE2_CLODR	unreviewed	PNPLA_domain-containing_protein	CDR20291_0335				cdl:CDR20291_0335	
C9YND5	C9YND5_CLODR	unreviewed	Maltose_phosphorylase	mapA_CDR20291_2094				cdl:CDR20291_2094	
C9YNA0	C9YNA0_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2059				cdl:CDR20291_2059	
C9YPX4	C9YPX4_CLODR	unreviewed	Autoinducer_prepeptide	agrD_CDR20291_2639				cdl:CDR20291_2639	
C9YPZ9	C9YPZ9_CLODR	unreviewed	Putative_glycosyl_transferase	CDR20291_2664				cdl:CDR20291_2664	
C9YKX8	C9YKX8_CLODR	unreviewed	5-oxoprolinase_subunit_A_(5-OPase_subunit_A)_(EC_3.5.2.9)_(5-oxoprolinase_(ATP-hydrolyzing)_subunit_A)	pxpA_CDR20291_1230	3.5.2.9			cdl:CDR20291_1230	
C9YK35	C9YK35_CLODR	unreviewed	PTS_system,_IIc_component	CDR20291_0936				cdl:CDR20291_0936	
C9YRA8	C9YRA8_CLODR	unreviewed	Two-component_response_regulator	CDR20291_3126				cdl:CDR20291_3126	
C9YMK5	C9YMK5_CLODR	unreviewed	Putative_regulatory_protein	CDR20291_1813				cdl:CDR20291_1813	
C9YNZ5	C9YNZ5_CLODR	unreviewed	PTS_system,_glucitol/sorbitol-specific_IIbc_component	srlE_CDR20291_2308				cdl:CDR20291_2308	
C9YRY6	C9YRY6_CLODR	unreviewed	Putative_transcriptional_repressor	purR_CDR20291_3354				cdl:CDR20291_3354	
C9YPS1	C9YPS1_CLODR	unreviewed	Putative_permease	CDR20291_2586				cdl:CDR20291_2586	
C9YI11	C9YI11_CLODR	unreviewed	UvrABC_system_protein_A	CDR20291_0204				cdl:CDR20291_0204	
C9YMJ5	C9YMJ5_CLODR	unreviewed	Putative_iron-sulfur-binding_membrane_protein	CDR20291_1802				cdl:CDR20291_1802	
C9YHN9	C9YHN9_CLODR	unreviewed	30S_ribosomal_protein_S14_type_Z	rpsZ_rpsN_CDR20291_0080				cdl:CDR20291_0080	
C9YPX7	C9YPX7_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2642				cdl:CDR20291_2642	
C9YJ41	C9YJ41_CLODR	unreviewed	Putative_lantibiotic_ABC_transporter,_permease_protein	d2_CDR20291_0588				cdl:CDR20291_0588	
C9YHF9	C9YHF9_CLODR	unreviewed	RNA_polymerase_sigma-B_factor	sigB_CDR20291_3552				cdl:CDR20291_3552	
C9YNX0	C9YNX0_CLODR	unreviewed	Putative_transglycosylase	CDR20291_2283				cdl:CDR20291_2283	
C9YHW8	C9YHW8_CLODR	unreviewed	Putative_lantibiotic_ABC_transporter,_ATP-binding_protein	CDR20291_0159				cdl:CDR20291_0159	
C9YI49	C9YI49_CLODR	unreviewed	Glycosyl_transferase_family_2	CDR20291_0242				cdl:CDR20291_0242	
C9YJD4	C9YJD4_CLODR	unreviewed	Putative_reductase	CDR20291_0684				cdl:CDR20291_0684	
C9YKN1	C9YKN1_CLODR	unreviewed	AraC-family_transcriptional_regulator	CDR20291_1133				cdl:CDR20291_1133	
C9YM36	C9YM36_CLODR	unreviewed	Putative_ferrous_iron_transport_protein_A	CDR20291_1639				cdl:CDR20291_1639	
C9YLX5	C9YLX5_CLODR	unreviewed	Putative_FMN-binding_exported_protein	CDR20291_1578				cdl:CDR20291_1578	
C9YMS9	C9YMS9_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1888				cdl:CDR20291_1888	
C9YNL7	C9YNL7_CLODR	unreviewed	L-ribulose-5-phosphate_4-epimerase	araD_CDR20291_2176				cdl:CDR20291_2176	
C9YQ42	C9YQ42_CLODR	unreviewed	ABC_transporter,_ATP-binding/permease_protein	CDR20291_2707				cdl:CDR20291_2707	
C9YP90	C9YP90_CLODR	unreviewed	Transcriptional_antiterminator	CDR20291_2403				cdl:CDR20291_2403	
C9YPB7	C9YPB7_CLODR	unreviewed	Putative_membrane_protein	CDR20291_2431				cdl:CDR20291_2431	
C9YQQ6	C9YQQ6_CLODR	unreviewed	Glycerate_kinase	garK_CDR20291_2923				cdl:CDR20291_2923	
C9YL09	C9YL09_CLODR	unreviewed	Putative_radical_SAM-superfamily_protein	CDR20291_1261				cdl:CDR20291_1261	
C9YKK1	C9YKK1_CLODR	unreviewed	Putative_FMN-dependent_dehydrogenase	CDR20291_1103				cdl:CDR20291_1103	
C9YJH9	C9YJH9_CLODR	unreviewed	Putative_membrane_protein	CDR20291_0729				cdl:CDR20291_0729	
C9YQF7	C9YQF7_CLODR	unreviewed	Two-component_system_histidine_kinase	CDR20291_2822				cdl:CDR20291_2822	
C9YQJ8	C9YQJ8_CLODR	unreviewed	PTS_system,_maltose_and_glucose-specific_IIbc_component	malX_CDR20291_2865				cdl:CDR20291_2865	
C9YQ22	C9YQ22_CLODR	unreviewed	Cell_surface_protein	CDR20291_2687				cdl:CDR20291_2687	
C9YJV7	C9YJV7_CLODR	unreviewed	Putative_fumarate_hydratase,_subunit_B	fumB_CDR20291_0857				cdl:CDR20291_0857	
C9YNA1	C9YNA1_CLODR	unreviewed	Putative_ATP/GTP-binding_protein	CDR20291_2060				cdl:CDR20291_2060	
C9YNH0	C9YNH0_CLODR	unreviewed	Putative_nitrite_transporter	nirC_CDR20291_2129				cdl:CDR20291_2129	
C9YI14	C9YI14_CLODR	unreviewed	PTS_system,_IIa_component	CDR20291_0207				cdl:CDR20291_0207	
C9YNB5	C9YNB5_CLODR	unreviewed	Hydroxylamine_reductase_(EC_1.7.99.1)_(Hybrid-cluster_protein)_(HCP)_(Prismane_protein)	hcp_CDR20291_2074	1.7.99.1			cdl:CDR20291_2074	
C9YIR2	C9YIR2_CLODR	unreviewed	DeoR-family_transcriptional_regulator	CDR20291_0456				cdl:CDR20291_0456	
C9YJD8	C9YJD8_CLODR	unreviewed	Ca2+/Na+_antiporter	CDR20291_0688				cdl:CDR20291_0688	
C9YM58	C9YM58_CLODR	unreviewed	Glyceraldehyde-3-phosphate_dehydrogenase_(EC_1.2.1.-)	gapA_CDR20291_1662	1.2.1.-			cdl:CDR20291_1662	
C9YIQ4	C9YIQ4_CLODR	unreviewed	Putative_signaling_protein	CDR20291_0448				cdl:CDR20291_0448	
C9YIM2	C9YIM2_CLODR	unreviewed	Putative_iron-sulfur_protein	CDR20291_0416				cdl:CDR20291_0416	
C9YKA7	C9YKA7_CLODR	unreviewed	Electron_transfer_flavoprotein_beta-subunit	etfB3_CDR20291_1008				cdl:CDR20291_1008	
C9YS06	C9YS06_CLODR	unreviewed	Putative_deoxyribonuclease	CDR20291_3374				cdl:CDR20291_3374	
C9YJ78	C9YJ78_CLODR	unreviewed	Phenylalanine--tRNA_ligase_beta_subunit_(EC_6.1.1.20)_(Phenylalanyl-tRNA_synthetase_beta_subunit)_(PheRS)	pheT_CDR20291_0626	6.1.1.20			cdl:CDR20291_0626	
C9YJE5	C9YJE5_CLODR	unreviewed	PTS_system,_glucitol/sorbitol-specific_IIa_component	srlB_CDR20291_0695				cdl:CDR20291_0695	
C9YQC8	C9YQC8_CLODR	unreviewed	V-type_sodium_ATP_synthase_subunit_K	ntpK_CDR20291_2793				cdl:CDR20291_2793	
C9YIR5	C9YIR5_CLODR	unreviewed	Chemotaxis_protein_CheC	cheC_CDR20291_0459				cdl:CDR20291_0459	
C9YIM4	C9YIM4_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0418				cdl:CDR20291_0418	
C9YRW9	C9YRW9_CLODR	unreviewed	Peptidylprolyl_isomerase_(EC_5.2.1.8)	prsA_CDR20291_3337	5.2.1.8			cdl:CDR20291_3337	
C9YLY0	C9YLY0_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1583				cdl:CDR20291_1583	
C9YMP4	C9YMP4_CLODR	unreviewed	Putative_exported_protein	CDR20291_1853				cdl:CDR20291_1853	
C9YIQ8	C9YIQ8_CLODR	unreviewed	Metallo-beta-lactamase_superfamily_hydrolase	CDR20291_0452				cdl:CDR20291_0452	
C9YN66	C9YN66_CLODR	unreviewed	Threonine_synthase	thrC_CDR20291_2025				cdl:CDR20291_2025	
C9YJW3	C9YJW3_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0863				cdl:CDR20291_0863	
C9YKA9	C9YKA9_CLODR	unreviewed	Putative_FAD/FMN-containing_dehydrogenase	CDR20291_1010				cdl:CDR20291_1010	
C9YRV9	C9YRV9_CLODR	unreviewed	Stage_II_sporulation_protein_e	spoIIE_CDR20291_3327				cdl:CDR20291_3327	
C9YPD5	C9YPD5_CLODR	unreviewed	Transposase_31_domain-containing_protein	CDR20291_2449				cdl:CDR20291_2449	
C9YJ85	C9YJ85_CLODR	unreviewed	Putative_signaling_protein	CDR20291_0633				cdl:CDR20291_0633	
C9YLM4	C9YLM4_CLODR	unreviewed	Homoserine_dehydrogenase_(EC_1.1.1.3)	hom2_CDR20291_1477	1.1.1.3			cdl:CDR20291_1477	
C9YHJ8	C9YHJ8_CLODR	unreviewed	Proline--tRNA_ligase_(EC_6.1.1.15)_(Prolyl-tRNA_synthetase)_(ProRS)	proS_CDR20291_0039	6.1.1.15			cdl:CDR20291_0039	
C9YP26	C9YP26_CLODR	unreviewed	30S_ribosomal_protein_S21	rpsU_CDR20291_2339				cdl:CDR20291_2339	
C9YSD3	C9YSD3_CLODR	unreviewed	Putative_selenocysteine_synthase	CDR20291_3501				cdl:CDR20291_3501	
C9YNG5	C9YNG5_CLODR	unreviewed	3-dehydroquinate_dehydratase_(3-dehydroquinase)_(EC_4.2.1.10)_(Type_I_DHQase)_(Type_I_dehydroquinase)_(DHQ1)	aroD_CDR20291_2124	4.2.1.10			cdl:CDR20291_2124	
C9YIG7	C9YIG7_CLODR	unreviewed	Beta-glucoside_bgl_operon_transcription_antiterminator	bglG_CDR20291_0361				cdl:CDR20291_0361	
C9YIC8	C9YIC8_CLODR	unreviewed	Putative_ABC_transporter,_permease_protein	CDR20291_0321				cdl:CDR20291_0321	
C9YMR3	C9YMR3_CLODR	unreviewed	Putative_two-component_sensor_histidine_kinase	CDR20291_1872				cdl:CDR20291_1872	
C9YJB3	C9YJB3_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0662				cdl:CDR20291_0662	
C9YRB7	C9YRB7_CLODR	unreviewed	Ferrous_iron_transport_protein_B	feoB3_CDR20291_3135				cdl:CDR20291_3135	
C9YI04	C9YI04_CLODR	unreviewed	Putative_membrane_protein	CDR20291_0196				cdl:CDR20291_0196	
C9YLY8	C9YLY8_CLODR	unreviewed	Putative_dinitrogenase_iron-molybdenum_cofactor	CDR20291_1591				cdl:CDR20291_1591	
C9YP64	C9YP64_CLODR	unreviewed	Putative_aminotransferase	CDR20291_2377				cdl:CDR20291_2377	
C9YQ51	C9YQ51_CLODR	unreviewed	Transposase-like_protein_B	tlpB_CDR20291_2716				cdl:CDR20291_2716	
C9YQB3	C9YQB3_CLODR	unreviewed	6-phospho-beta-glucosidase	celF_CDR20291_2778				cdl:CDR20291_2778	
C9YPV4	C9YPV4_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2619				cdl:CDR20291_2619	
C9YIT8	C9YIT8_CLODR	unreviewed	Putative_phosphoribulokinase/uridine_kinase	CDR20291_0482				cdl:CDR20291_0482	
C9YJS8	C9YJS8_CLODR	unreviewed	UPF0371_protein_CDR20291_0828	CDR20291_0828				cdl:CDR20291_0828	
C9YP52	C9YP52_CLODR	unreviewed	HTH_arsR-type_domain-containing_protein	CDR20291_2365				cdl:CDR20291_2365	
C9YHQ2	C9YHQ2_CLODR	unreviewed	30S_ribosomal_protein_S13	rpsM_CDR20291_0093				cdl:CDR20291_0093	
C9YR76	C9YR76_CLODR	unreviewed	Methyltransf_11_domain-containing_protein	CDR20291_3094				cdl:CDR20291_3094	
C9YIJ2	C9YIJ2_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0386				cdl:CDR20291_0386	
C9YJN3	C9YJN3_CLODR	unreviewed	Oligopeptide_ABC_transporter,_permease_protein	oppB_CDR20291_0783				cdl:CDR20291_0783	
C9YHX2	C9YHX2_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0163				cdl:CDR20291_0163	
C9YSB9	C9YSB9_CLODR	unreviewed	2-keto-3-deoxy-6-phospho-gluconate_aldolase	kdgA_CDR20291_3487				cdl:CDR20291_3487	
C9YIH6	C9YIH6_CLODR	unreviewed	Acyl-CoA_dehydrogenase,_short-chain_specific	acdB_CDR20291_0370				cdl:CDR20291_0370	
C9YJQ7	C9YJQ7_CLODR	unreviewed	Abc_transporter,_permease_protein	CDR20291_0807				cdl:CDR20291_0807	
C9YK36	C9YK36_CLODR	unreviewed	PTS_system,_IId_component	CDR20291_0937				cdl:CDR20291_0937	
C9YL10	C9YL10_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1262				cdl:CDR20291_1262	
C9YPV9	C9YPV9_CLODR	unreviewed	Cell_surface_protein	CDR20291_2624				cdl:CDR20291_2624	
C9YMI5	C9YMI5_CLODR	unreviewed	Putative_cell_surface_protein	CDR20291_1792				cdl:CDR20291_1792	
C9YQR9	C9YQR9_CLODR	unreviewed	Transcription_antiterminator	bglG1_CDR20291_2936				cdl:CDR20291_2936	
C9YNU5	C9YNU5_CLODR	unreviewed	Nicotinate-nucleotide_pyrophosphorylase	nadC_CDR20291_2257				cdl:CDR20291_2257	
C9YR31	C9YR31_CLODR	unreviewed	Abc_transporter,_atp-binding_protein_abc_transporter,atp-binding_protein	CDR20291_3049				cdl:CDR20291_3049	
C9YJL6	C9YJL6_CLODR	unreviewed	Putative_acetyltransferase	CDR20291_0766				cdl:CDR20291_0766	
C9YNA7	C9YNA7_CLODR	unreviewed	Putative_membrane_protein	CDR20291_2066				cdl:CDR20291_2066	
C9YI43	C9YI43_CLODR	unreviewed	Flagellar_secretion_chaperone_FliS	fliS1_CDR20291_0236				cdl:CDR20291_0236	
C9YNT6	C9YNT6_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2247				cdl:CDR20291_2247	
C9YJK5	C9YJK5_CLODR	unreviewed	Rubrerythrin	rbr_CDR20291_0755				cdl:CDR20291_0755	
C9YJV2	C9YJV2_CLODR	unreviewed	ABC_transporter,_substrate-binding_lipoprotein	CDR20291_0852				cdl:CDR20291_0852	
C9YP51	C9YP51_CLODR	unreviewed	Hydrolase_4_domain-containing_protein	CDR20291_2364				cdl:CDR20291_2364	
C9YMZ9	C9YMZ9_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1958				cdl:CDR20291_1958	
C9YI23	C9YI23_CLODR	unreviewed	Phosphoribosylaminoimidazole-succinocarboxamide_synthase_(EC_6.3.2.6)_(SAICAR_synthetase)	purC_CDR20291_0216	6.3.2.6			cdl:CDR20291_0216	
C9YJ37	C9YJ37_CLODR	unreviewed	Toxin_A	tcdA_CDR20291_0584				cdl:CDR20291_0584	
C9YI95	C9YI95_CLODR	unreviewed	PTS_system,_IIb_component	CDR20291_0288				cdl:CDR20291_0288	
C9YNE5	C9YNE5_CLODR	unreviewed	Putative_subunit_of_oxidoreductase	CDR20291_2104				cdl:CDR20291_2104	
C9YNG0	C9YNG0_CLODR	unreviewed	MarR-family_transcriptional_regulator	CDR20291_2119				cdl:CDR20291_2119	
C9YM50	C9YM50_CLODR	unreviewed	Radical_SAM-superfamily_protein	CDR20291_1653				cdl:CDR20291_1653	
C9YLJ6	C9YLJ6_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1448				cdl:CDR20291_1448	
C9YNA4	C9YNA4_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2063				cdl:CDR20291_2063	
C9YRL2	C9YRL2_CLODR	unreviewed	Putative_DNA_mismatch_repair_protein	CDR20291_3230				cdl:CDR20291_3230	
