R20291_ref_genome_patric_id	630_comp_genome_1_patric_id
645463.3.peg.2745	272563.8.peg.2822
645463.3.peg.2746	272563.8.peg.2823
645463.3.peg.2747	272563.8.peg.2824
645463.3.peg.2748	272563.8.peg.2825
645463.3.peg.2749	272563.8.peg.2826
645463.3.peg.2750	272563.8.peg.2827
645463.3.peg.2751	272563.8.peg.2828
645463.3.peg.2752	272563.8.peg.2829
645463.3.peg.283	272563.8.peg.283
645463.3.peg.2753	272563.8.peg.2830
645463.3.peg.2754	272563.8.peg.2831
645463.3.peg.2755	272563.8.peg.2832
645463.3.peg.2756	272563.8.peg.2833
645463.3.peg.2757	272563.8.peg.2834
645463.3.peg.3134	272563.8.peg.2834
645463.3.peg.2758	272563.8.peg.2835
645463.3.peg.2759	272563.8.peg.2836
645463.3.peg.2760	272563.8.peg.2837
645463.3.peg.2761	272563.8.peg.2838
645463.3.peg.240	272563.8.peg.2839
645463.3.peg.2762	272563.8.peg.2839
645463.3.peg.284	272563.8.peg.284
645463.3.peg.2763	272563.8.peg.2840
645463.3.peg.2764	272563.8.peg.2841
645463.3.peg.2765	272563.8.peg.2842
645463.3.peg.2766	272563.8.peg.2843
645463.3.peg.2767	272563.8.peg.2844
645463.3.peg.2768	272563.8.peg.2845
645463.3.peg.2769	272563.8.peg.2846
645463.3.peg.2770	272563.8.peg.2847
645463.3.peg.2771	272563.8.peg.2848
645463.3.peg.285	272563.8.peg.285
645463.3.peg.2772	272563.8.peg.2850
645463.3.peg.2773	272563.8.peg.2851
645463.3.peg.2774	272563.8.peg.2852
645463.3.peg.2775	272563.8.peg.2853
645463.3.peg.2776	272563.8.peg.2854
645463.3.peg.2777	272563.8.peg.2855
645463.3.peg.2778	272563.8.peg.2856
645463.3.peg.2779	272563.8.peg.2857
645463.3.peg.2780	272563.8.peg.2858
645463.3.peg.2781	272563.8.peg.2859
645463.3.peg.286	272563.8.peg.286
645463.3.peg.2782	272563.8.peg.2860
645463.3.peg.2783	272563.8.peg.2861
645463.3.peg.2784	272563.8.peg.2862
645463.3.peg.2785	272563.8.peg.2863
645463.3.peg.2786	272563.8.peg.2864
645463.3.peg.2787	272563.8.peg.2865
645463.3.peg.2788	272563.8.peg.2866
645463.3.peg.2789	272563.8.peg.2867
645463.3.peg.2790	272563.8.peg.2868
645463.3.peg.2791	272563.8.peg.2869
645463.3.peg.287	272563.8.peg.287
645463.3.peg.2792	272563.8.peg.2870
645463.3.peg.2793	272563.8.peg.2871
645463.3.peg.2794	272563.8.peg.2872
645463.3.peg.2795	272563.8.peg.2873
645463.3.peg.2796	272563.8.peg.2874
645463.3.peg.2797	272563.8.peg.2875
645463.3.peg.2798	272563.8.peg.2876
645463.3.peg.2799	272563.8.peg.2877
645463.3.peg.3381	272563.8.peg.2877
645463.3.peg.2800	272563.8.peg.2878
645463.3.peg.2801	272563.8.peg.2879
645463.3.peg.288	272563.8.peg.288
645463.3.peg.2802	272563.8.peg.2882
645463.3.peg.2803	272563.8.peg.2883
645463.3.peg.2804	272563.8.peg.2884
645463.3.peg.2805	272563.8.peg.2885
645463.3.peg.3079	272563.8.peg.2885
645463.3.peg.2806	272563.8.peg.2886
645463.3.peg.2807	272563.8.peg.2887
645463.3.peg.2808	272563.8.peg.2888
645463.3.peg.2809	272563.8.peg.2889
645463.3.peg.289	272563.8.peg.289
645463.3.peg.2810	272563.8.peg.2890
645463.3.peg.2811	272563.8.peg.2891
645463.3.peg.2812	272563.8.peg.2892
645463.3.peg.2813	272563.8.peg.2893
645463.3.peg.2814	272563.8.peg.2894
645463.3.peg.2815	272563.8.peg.2895
645463.3.peg.2816	272563.8.peg.2896
645463.3.peg.2817	272563.8.peg.2897
645463.3.peg.2818	272563.8.peg.2898
645463.3.peg.2819	272563.8.peg.2899
645463.3.peg.21	272563.8.peg.29
645463.3.peg.290	272563.8.peg.290
645463.3.peg.2820	272563.8.peg.2900
645463.3.peg.2821	272563.8.peg.2901
645463.3.peg.2822	272563.8.peg.2902
645463.3.peg.2823	272563.8.peg.2903
645463.3.peg.2824	272563.8.peg.2904
645463.3.peg.2825	272563.8.peg.2905
645463.3.peg.2826	272563.8.peg.2906
645463.3.peg.2827	272563.8.peg.2907
645463.3.peg.2828	272563.8.peg.2908
645463.3.peg.2829	272563.8.peg.2909
645463.3.peg.291	272563.8.peg.291
645463.3.peg.2830	272563.8.peg.2910
645463.3.peg.2831	272563.8.peg.2911
645463.3.peg.2832	272563.8.peg.2912
645463.3.peg.2833	272563.8.peg.2913
645463.3.peg.2834	272563.8.peg.2914
645463.3.peg.2835	272563.8.peg.2916
645463.3.peg.2836	272563.8.peg.2917
645463.3.peg.2837	272563.8.peg.2918
645463.3.peg.2838	272563.8.peg.2919
645463.3.peg.292	272563.8.peg.292
645463.3.peg.2839	272563.8.peg.2920
645463.3.peg.2840	272563.8.peg.2921
645463.3.peg.2841	272563.8.peg.2922
645463.3.peg.2842	272563.8.peg.2923
645463.3.peg.2843	272563.8.peg.2924
645463.3.peg.2844	272563.8.peg.2925
645463.3.peg.2845	272563.8.peg.2926
645463.3.peg.2846	272563.8.peg.2927
645463.3.peg.2847	272563.8.peg.2928
645463.3.peg.2848	272563.8.peg.2929
645463.3.peg.293	272563.8.peg.293
645463.3.peg.2849	272563.8.peg.2930
645463.3.peg.2850	272563.8.peg.2931
645463.3.peg.2851	272563.8.peg.2932
645463.3.peg.2852	272563.8.peg.2933
645463.3.peg.2853	272563.8.peg.2934
645463.3.peg.2854	272563.8.peg.2935
645463.3.peg.2855	272563.8.peg.2936
645463.3.peg.2856	272563.8.peg.2937
645463.3.peg.2857	272563.8.peg.2938
645463.3.peg.2858	272563.8.peg.2939
645463.3.peg.294	272563.8.peg.294
645463.3.peg.2859	272563.8.peg.2940
645463.3.peg.2860	272563.8.peg.2941
645463.3.peg.2861	272563.8.peg.2942
645463.3.peg.2862	272563.8.peg.2943
645463.3.peg.2863	272563.8.peg.2944
645463.3.peg.2864	272563.8.peg.2945
645463.3.peg.2865	272563.8.peg.2946
645463.3.peg.2867	272563.8.peg.2947
645463.3.peg.2870	272563.8.peg.2948
645463.3.peg.2871	272563.8.peg.2949
645463.3.peg.295	272563.8.peg.295
645463.3.peg.2872	272563.8.peg.2950
645463.3.peg.2873	272563.8.peg.2951
645463.3.peg.2875	272563.8.peg.2952
645463.3.peg.2878	272563.8.peg.2953
645463.3.peg.2879	272563.8.peg.2954
645463.3.peg.2880	272563.8.peg.2955
645463.3.peg.2881	272563.8.peg.2956
645463.3.peg.2882	272563.8.peg.2957
645463.3.peg.2883	272563.8.peg.2958
645463.3.peg.2884	272563.8.peg.2959
645463.3.peg.296	272563.8.peg.296
645463.3.peg.2885	272563.8.peg.2960
645463.3.peg.2886	272563.8.peg.2961
645463.3.peg.2887	272563.8.peg.2962
645463.3.peg.1977	272563.8.peg.2963
645463.3.peg.2888	272563.8.peg.2963
645463.3.peg.2889	272563.8.peg.2964
645463.3.peg.2890	272563.8.peg.2965
645463.3.peg.2891	272563.8.peg.2966
645463.3.peg.2892	272563.8.peg.2967
645463.3.peg.2893	272563.8.peg.2968
645463.3.peg.2895	272563.8.peg.2969
645463.3.peg.297	272563.8.peg.297
645463.3.peg.2896	272563.8.peg.2970
645463.3.peg.2897	272563.8.peg.2971
645463.3.peg.2898	272563.8.peg.2972
645463.3.peg.2899	272563.8.peg.2973
645463.3.peg.2900	272563.8.peg.2974
645463.3.peg.2901	272563.8.peg.2975
645463.3.peg.2902	272563.8.peg.2976
645463.3.peg.2903	272563.8.peg.2977
645463.3.peg.2904	272563.8.peg.2978
645463.3.peg.2905	272563.8.peg.2979
645463.3.peg.298	272563.8.peg.298
645463.3.peg.2906	272563.8.peg.2980
645463.3.peg.2907	272563.8.peg.2981
645463.3.peg.2908	272563.8.peg.2982
645463.3.peg.2909	272563.8.peg.2983
645463.3.peg.2910	272563.8.peg.2984
645463.3.peg.2911	272563.8.peg.2985
645463.3.peg.2912	272563.8.peg.2986
645463.3.peg.2913	272563.8.peg.2987
645463.3.peg.2914	272563.8.peg.2988
645463.3.peg.657	272563.8.peg.2989
645463.3.peg.2915	272563.8.peg.2989
645463.3.peg.299	272563.8.peg.299
645463.3.peg.656	272563.8.peg.2990
645463.3.peg.2916	272563.8.peg.2990
645463.3.peg.2917	272563.8.peg.2991
645463.3.peg.2918	272563.8.peg.2992
645463.3.peg.2919	272563.8.peg.2993
645463.3.peg.2920	272563.8.peg.2994
645463.3.peg.2926	272563.8.peg.2995
645463.3.peg.2927	272563.8.peg.2996
645463.3.peg.2928	272563.8.peg.2997
645463.3.peg.2929	272563.8.peg.2998
645463.3.peg.2930	272563.8.peg.2999
645463.3.peg.22	272563.8.peg.30
645463.3.peg.300	272563.8.peg.300
645463.3.peg.2931	272563.8.peg.3000
645463.3.peg.2932	272563.8.peg.3001
645463.3.peg.2933	272563.8.peg.3002
645463.3.peg.2935	272563.8.peg.3003
645463.3.peg.2936	272563.8.peg.3004
645463.3.peg.2937	272563.8.peg.3005
645463.3.peg.2938	272563.8.peg.3006
645463.3.peg.2939	272563.8.peg.3007
645463.3.peg.2940	272563.8.peg.3008
645463.3.peg.2941	272563.8.peg.3009
645463.3.peg.3476	272563.8.peg.301
645463.3.peg.3477	272563.8.peg.301
645463.3.peg.2942	272563.8.peg.3010
645463.3.peg.2943	272563.8.peg.3011
645463.3.peg.2944	272563.8.peg.3012
645463.3.peg.2945	272563.8.peg.3013
645463.3.peg.2946	272563.8.peg.3014
645463.3.peg.2947	272563.8.peg.3015
645463.3.peg.2948	272563.8.peg.3016
645463.3.peg.2949	272563.8.peg.3017
645463.3.peg.3152	272563.8.peg.3017
645463.3.peg.2950	272563.8.peg.3018
645463.3.peg.301	272563.8.peg.302
645463.3.peg.1557	272563.8.peg.3027
645463.3.peg.1555	272563.8.peg.3029
645463.3.peg.302	272563.8.peg.303
645463.3.peg.1553	272563.8.peg.3031
645463.3.peg.1552	272563.8.peg.3032
645463.3.peg.1551	272563.8.peg.3033
645463.3.peg.303	272563.8.peg.304
645463.3.peg.1544	272563.8.peg.3041
645463.3.peg.1537	272563.8.peg.3044
645463.3.peg.1535	272563.8.peg.3046
645463.3.peg.1532	272563.8.peg.3048
645463.3.peg.1531	272563.8.peg.3049
645463.3.peg.304	272563.8.peg.305
645463.3.peg.1530	272563.8.peg.3050
645463.3.peg.1529	272563.8.peg.3051
645463.3.peg.1525	272563.8.peg.3055
645463.3.peg.305	272563.8.peg.306
645463.3.peg.306	272563.8.peg.307
645463.3.peg.307	272563.8.peg.308
645463.3.peg.308	272563.8.peg.309
645463.3.peg.2951	272563.8.peg.3097
645463.3.peg.3156	272563.8.peg.3097
645463.3.peg.2952	272563.8.peg.3098
645463.3.peg.2953	272563.8.peg.3099
645463.3.peg.23	272563.8.peg.31
645463.3.peg.309	272563.8.peg.310
645463.3.peg.2954	272563.8.peg.3100
645463.3.peg.2955	272563.8.peg.3101
645463.3.peg.2956	272563.8.peg.3102
645463.3.peg.2957	272563.8.peg.3103
645463.3.peg.2958	272563.8.peg.3104
645463.3.peg.2959	272563.8.peg.3105
645463.3.peg.2960	272563.8.peg.3106
645463.3.peg.2961	272563.8.peg.3107
645463.3.peg.2962	272563.8.peg.3108
645463.3.peg.2963	272563.8.peg.3109
645463.3.peg.310	272563.8.peg.311
645463.3.peg.2964	272563.8.peg.3110
645463.3.peg.2965	272563.8.peg.3111
645463.3.peg.2967	272563.8.peg.3112
645463.3.peg.2968	272563.8.peg.3113
645463.3.peg.2969	272563.8.peg.3114
645463.3.peg.2970	272563.8.peg.3115
645463.3.peg.2971	272563.8.peg.3116
645463.3.peg.2972	272563.8.peg.3117
645463.3.peg.2973	272563.8.peg.3118
645463.3.peg.2974	272563.8.peg.3119
645463.3.peg.311	272563.8.peg.312
645463.3.peg.2975	272563.8.peg.3120
645463.3.peg.2976	272563.8.peg.3121
645463.3.peg.2977	272563.8.peg.3122
645463.3.peg.3179	272563.8.peg.3122
645463.3.peg.2978	272563.8.peg.3123
645463.3.peg.2979	272563.8.peg.3124
645463.3.peg.2980	272563.8.peg.3125
645463.3.peg.2981	272563.8.peg.3126
645463.3.peg.2982	272563.8.peg.3127
645463.3.peg.2983	272563.8.peg.3128
645463.3.peg.2984	272563.8.peg.3129
645463.3.peg.312	272563.8.peg.313
645463.3.peg.2985	272563.8.peg.3130
645463.3.peg.2986	272563.8.peg.3131
645463.3.peg.2987	272563.8.peg.3132
645463.3.peg.2988	272563.8.peg.3133
645463.3.peg.2989	272563.8.peg.3134
645463.3.peg.2990	272563.8.peg.3135
645463.3.peg.2991	272563.8.peg.3136
645463.3.peg.2992	272563.8.peg.3137
645463.3.peg.2993	272563.8.peg.3138
645463.3.peg.2994	272563.8.peg.3139
645463.3.peg.313	272563.8.peg.314
645463.3.peg.2995	272563.8.peg.3140
645463.3.peg.2996	272563.8.peg.3141
645463.3.peg.2999	272563.8.peg.3142
645463.3.peg.3000	272563.8.peg.3143
645463.3.peg.3001	272563.8.peg.3144
645463.3.peg.3002	272563.8.peg.3145
645463.3.peg.3003	272563.8.peg.3146
645463.3.peg.3004	272563.8.peg.3147
645463.3.peg.3005	272563.8.peg.3148
645463.3.peg.3006	272563.8.peg.3149
645463.3.peg.314	272563.8.peg.315
645463.3.peg.3007	272563.8.peg.3150
645463.3.peg.3008	272563.8.peg.3151
645463.3.peg.3009	272563.8.peg.3152
645463.3.peg.3010	272563.8.peg.3153
645463.3.peg.3011	272563.8.peg.3154
645463.3.peg.3012	272563.8.peg.3155
645463.3.peg.3013	272563.8.peg.3156
645463.3.peg.3014	272563.8.peg.3157
645463.3.peg.3015	272563.8.peg.3158
645463.3.peg.3016	272563.8.peg.3159
645463.3.peg.315	272563.8.peg.316
645463.3.peg.3017	272563.8.peg.3160
645463.3.peg.3018	272563.8.peg.3162
645463.3.peg.3019	272563.8.peg.3163
645463.3.peg.3020	272563.8.peg.3164
645463.3.peg.3021	272563.8.peg.3165
645463.3.peg.3022	272563.8.peg.3166
645463.3.peg.3023	272563.8.peg.3167
645463.3.peg.3024	272563.8.peg.3168
645463.3.peg.3025	272563.8.peg.3169
645463.3.peg.316	272563.8.peg.317
645463.3.peg.3026	272563.8.peg.3170
645463.3.peg.3027	272563.8.peg.3171
645463.3.peg.3028	272563.8.peg.3172
645463.3.peg.3029	272563.8.peg.3173
645463.3.peg.3030	272563.8.peg.3174
645463.3.peg.3031	272563.8.peg.3175
645463.3.peg.3032	272563.8.peg.3176
645463.3.peg.3033	272563.8.peg.3177
645463.3.peg.3034	272563.8.peg.3178
645463.3.peg.3035	272563.8.peg.3179
645463.3.peg.317	272563.8.peg.318
645463.3.peg.3036	272563.8.peg.3180
645463.3.peg.3037	272563.8.peg.3181
645463.3.peg.3038	272563.8.peg.3182
645463.3.peg.3039	272563.8.peg.3183
645463.3.peg.3040	272563.8.peg.3184
645463.3.peg.3041	272563.8.peg.3185
645463.3.peg.3042	272563.8.peg.3186
645463.3.peg.3043	272563.8.peg.3187
645463.3.peg.3044	272563.8.peg.3188
645463.3.peg.3045	272563.8.peg.3189
645463.3.peg.318	272563.8.peg.319
645463.3.peg.3046	272563.8.peg.3190
645463.3.peg.3047	272563.8.peg.3191
645463.3.peg.3048	272563.8.peg.3192
645463.3.peg.3049	272563.8.peg.3193
645463.3.peg.3050	272563.8.peg.3194
645463.3.peg.3051	272563.8.peg.3195
645463.3.peg.3052	272563.8.peg.3196
645463.3.peg.3053	272563.8.peg.3197
645463.3.peg.3054	272563.8.peg.3198
645463.3.peg.3055	272563.8.peg.3199
645463.3.peg.24	272563.8.peg.32
645463.3.peg.319	272563.8.peg.320
645463.3.peg.3056	272563.8.peg.3201
645463.3.peg.3057	272563.8.peg.3202
645463.3.peg.3058	272563.8.peg.3203
645463.3.peg.3059	272563.8.peg.3204
645463.3.peg.3060	272563.8.peg.3205
645463.3.peg.3061	272563.8.peg.3206
645463.3.peg.3062	272563.8.peg.3207
645463.3.peg.3063	272563.8.peg.3208
645463.3.peg.3064	272563.8.peg.3209
645463.3.peg.320	272563.8.peg.321
645463.3.peg.3065	272563.8.peg.3210
645463.3.peg.3066	272563.8.peg.3211
645463.3.peg.3067	272563.8.peg.3212
645463.3.peg.3068	272563.8.peg.3213
645463.3.peg.3069	272563.8.peg.3214
645463.3.peg.3070	272563.8.peg.3215
645463.3.peg.3071	272563.8.peg.3216
645463.3.peg.3072	272563.8.peg.3217
645463.3.peg.3080	272563.8.peg.3218
645463.3.peg.3081	272563.8.peg.3219
645463.3.peg.321	272563.8.peg.322
645463.3.peg.3082	272563.8.peg.3220
645463.3.peg.3083	272563.8.peg.3221
645463.3.peg.3084	272563.8.peg.3222
645463.3.peg.3085	272563.8.peg.3223
645463.3.peg.3086	272563.8.peg.3224
645463.3.peg.3087	272563.8.peg.3225
645463.3.peg.3088	272563.8.peg.3226
645463.3.peg.3089	272563.8.peg.3227
645463.3.peg.3090	272563.8.peg.3228
645463.3.peg.3091	272563.8.peg.3229
645463.3.peg.322	272563.8.peg.323
645463.3.peg.3092	272563.8.peg.3230
645463.3.peg.3093	272563.8.peg.3231
645463.3.peg.3094	272563.8.peg.3232
645463.3.peg.3095	272563.8.peg.3233
645463.3.peg.3096	272563.8.peg.3234
645463.3.peg.3097	272563.8.peg.3235
645463.3.peg.3098	272563.8.peg.3236
645463.3.peg.3099	272563.8.peg.3237
645463.3.peg.3100	272563.8.peg.3238
645463.3.peg.3101	272563.8.peg.3239
645463.3.peg.323	272563.8.peg.324
645463.3.peg.3102	272563.8.peg.3241
645463.3.peg.3103	272563.8.peg.3242
645463.3.peg.3104	272563.8.peg.3243
645463.3.peg.3105	272563.8.peg.3244
645463.3.peg.3106	272563.8.peg.3245
645463.3.peg.3107	272563.8.peg.3246
645463.3.peg.3108	272563.8.peg.3247
645463.3.peg.3109	272563.8.peg.3248
645463.3.peg.3110	272563.8.peg.3249
645463.3.peg.324	272563.8.peg.325
645463.3.peg.3111	272563.8.peg.3250
645463.3.peg.3112	272563.8.peg.3251
645463.3.peg.3113	272563.8.peg.3252
645463.3.peg.3114	272563.8.peg.3253
645463.3.peg.3115	272563.8.peg.3254
645463.3.peg.3118	272563.8.peg.3255
645463.3.peg.3119	272563.8.peg.3256
645463.3.peg.3120	272563.8.peg.3257
645463.3.peg.3121	272563.8.peg.3258
645463.3.peg.3122	272563.8.peg.3259
645463.3.peg.325	272563.8.peg.326
645463.3.peg.3123	272563.8.peg.3260
645463.3.peg.3124	272563.8.peg.3261
645463.3.peg.3125	272563.8.peg.3262
645463.3.peg.3126	272563.8.peg.3263
645463.3.peg.3127	272563.8.peg.3264
645463.3.peg.3137	272563.8.peg.3266
645463.3.peg.3138	272563.8.peg.3267
645463.3.peg.3139	272563.8.peg.3268
645463.3.peg.3140	272563.8.peg.3269
645463.3.peg.331	272563.8.peg.327
645463.3.peg.3141	272563.8.peg.3270
645463.3.peg.3142	272563.8.peg.3271
645463.3.peg.3143	272563.8.peg.3272
645463.3.peg.3144	272563.8.peg.3273
645463.3.peg.3145	272563.8.peg.3274
645463.3.peg.3146	272563.8.peg.3275
645463.3.peg.3147	272563.8.peg.3276
645463.3.peg.3148	272563.8.peg.3277
645463.3.peg.3149	272563.8.peg.3278
645463.3.peg.3150	272563.8.peg.3279
645463.3.peg.332	272563.8.peg.328
645463.3.peg.3151	272563.8.peg.3280
645463.3.peg.3158	272563.8.peg.3284
645463.3.peg.3163	272563.8.peg.3284
645463.3.peg.3175	272563.8.peg.3284
645463.3.peg.3159	272563.8.peg.3285
645463.3.peg.3164	272563.8.peg.3286
645463.3.peg.3161	272563.8.peg.3287
645463.3.peg.3162	272563.8.peg.3288
645463.3.peg.333	272563.8.peg.329
645463.3.peg.3187	272563.8.peg.3295
645463.3.peg.3188	272563.8.peg.3296
645463.3.peg.3189	272563.8.peg.3297
645463.3.peg.3190	272563.8.peg.3298
645463.3.peg.25	272563.8.peg.33
645463.3.peg.334	272563.8.peg.330
645463.3.peg.3191	272563.8.peg.3300
645463.3.peg.3192	272563.8.peg.3301
645463.3.peg.3193	272563.8.peg.3302
645463.3.peg.3194	272563.8.peg.3303
645463.3.peg.3195	272563.8.peg.3304
645463.3.peg.3196	272563.8.peg.3305
645463.3.peg.3198	272563.8.peg.3306
645463.3.peg.3199	272563.8.peg.3307
645463.3.peg.3200	272563.8.peg.3308
645463.3.peg.3201	272563.8.peg.3309
645463.3.peg.335	272563.8.peg.331
645463.3.peg.3202	272563.8.peg.3310
645463.3.peg.3203	272563.8.peg.3311
645463.3.peg.3379	272563.8.peg.3311
645463.3.peg.3204	272563.8.peg.3312
645463.3.peg.3205	272563.8.peg.3313
645463.3.peg.3206	272563.8.peg.3314
645463.3.peg.3207	272563.8.peg.3315
645463.3.peg.3208	272563.8.peg.3316
645463.3.peg.3209	272563.8.peg.3317
645463.3.peg.3210	272563.8.peg.3318
645463.3.peg.3211	272563.8.peg.3319
645463.3.peg.336	272563.8.peg.332
645463.3.peg.3212	272563.8.peg.3320
645463.3.peg.3215	272563.8.peg.3321
645463.3.peg.3216	272563.8.peg.3322
645463.3.peg.3217	272563.8.peg.3323
645463.3.peg.3218	272563.8.peg.3324
645463.3.peg.3219	272563.8.peg.3325
645463.3.peg.3220	272563.8.peg.3326
645463.3.peg.3221	272563.8.peg.3327
645463.3.peg.3222	272563.8.peg.3328
645463.3.peg.3223	272563.8.peg.3329
645463.3.peg.337	272563.8.peg.333
645463.3.peg.3224	272563.8.peg.3330
645463.3.peg.3225	272563.8.peg.3331
645463.3.peg.3226	272563.8.peg.3332
645463.3.peg.658	272563.8.peg.3333
645463.3.peg.3227	272563.8.peg.3333
645463.3.peg.3228	272563.8.peg.3334
645463.3.peg.3229	272563.8.peg.3335
645463.3.peg.3230	272563.8.peg.3336
645463.3.peg.3231	272563.8.peg.3337
645463.3.peg.3232	272563.8.peg.3338
645463.3.peg.3233	272563.8.peg.3339
645463.3.peg.338	272563.8.peg.334
645463.3.peg.3234	272563.8.peg.3340
645463.3.peg.2058	272563.8.peg.3341
645463.3.peg.3235	272563.8.peg.3341
645463.3.peg.3236	272563.8.peg.3342
645463.3.peg.3237	272563.8.peg.3343
645463.3.peg.3242	272563.8.peg.3344
645463.3.peg.3243	272563.8.peg.3345
645463.3.peg.3244	272563.8.peg.3346
645463.3.peg.3245	272563.8.peg.3347
645463.3.peg.3246	272563.8.peg.3348
645463.3.peg.3247	272563.8.peg.3349
645463.3.peg.339	272563.8.peg.335
645463.3.peg.3249	272563.8.peg.3350
645463.3.peg.3250	272563.8.peg.3351
645463.3.peg.3251	272563.8.peg.3352
645463.3.peg.3252	272563.8.peg.3353
645463.3.peg.468	272563.8.peg.3354
645463.3.peg.3253	272563.8.peg.3354
645463.3.peg.3254	272563.8.peg.3355
645463.3.peg.3255	272563.8.peg.3356
645463.3.peg.3256	272563.8.peg.3357
645463.3.peg.3257	272563.8.peg.3358
645463.3.peg.3136	272563.8.peg.3359
645463.3.peg.3258	272563.8.peg.3359
645463.3.peg.340	272563.8.peg.336
645463.3.peg.3259	272563.8.peg.3360
645463.3.peg.3260	272563.8.peg.3361
645463.3.peg.3261	272563.8.peg.3362
645463.3.peg.3262	272563.8.peg.3363
645463.3.peg.3263	272563.8.peg.3364
645463.3.peg.3264	272563.8.peg.3365
645463.3.peg.3265	272563.8.peg.3366
645463.3.peg.3266	272563.8.peg.3367
645463.3.peg.3267	272563.8.peg.3368
645463.3.peg.3268	272563.8.peg.3369
645463.3.peg.341	272563.8.peg.337
645463.3.peg.3269	272563.8.peg.3370
645463.3.peg.3270	272563.8.peg.3371
645463.3.peg.3271	272563.8.peg.3372
645463.3.peg.3272	272563.8.peg.3373
645463.3.peg.3273	272563.8.peg.3374
645463.3.peg.3274	272563.8.peg.3375
645463.3.peg.3275	272563.8.peg.3376
645463.3.peg.3276	272563.8.peg.3377
645463.3.peg.3277	272563.8.peg.3378
645463.3.peg.3278	272563.8.peg.3379
645463.3.peg.342	272563.8.peg.338
645463.3.peg.3279	272563.8.peg.3380
645463.3.peg.3280	272563.8.peg.3381
645463.3.peg.3281	272563.8.peg.3382
645463.3.peg.3282	272563.8.peg.3383
645463.3.peg.3283	272563.8.peg.3384
645463.3.peg.3284	272563.8.peg.3385
645463.3.peg.3285	272563.8.peg.3386
645463.3.peg.3286	272563.8.peg.3387
645463.3.peg.3287	272563.8.peg.3388
645463.3.peg.3288	272563.8.peg.3389
645463.3.peg.343	272563.8.peg.339
645463.3.peg.3289	272563.8.peg.3390
645463.3.peg.3290	272563.8.peg.3391
645463.3.peg.3291	272563.8.peg.3392
645463.3.peg.3292	272563.8.peg.3393
645463.3.peg.3293	272563.8.peg.3394
645463.3.peg.3294	272563.8.peg.3395
645463.3.peg.3295	272563.8.peg.3396
645463.3.peg.3296	272563.8.peg.3397
645463.3.peg.3297	272563.8.peg.3398
645463.3.peg.26	272563.8.peg.34
645463.3.peg.344	272563.8.peg.340
645463.3.peg.3298	272563.8.peg.3400
645463.3.peg.3299	272563.8.peg.3401
645463.3.peg.3300	272563.8.peg.3402
645463.3.peg.3301	272563.8.peg.3403
645463.3.peg.3302	272563.8.peg.3404
645463.3.peg.3303	272563.8.peg.3405
645463.3.peg.3304	272563.8.peg.3406
645463.3.peg.3305	272563.8.peg.3407
645463.3.peg.1893	272563.8.peg.3408
645463.3.peg.3306	272563.8.peg.3408
645463.3.peg.3384	272563.8.peg.3408
645463.3.peg.3307	272563.8.peg.3409
645463.3.peg.345	272563.8.peg.341
645463.3.peg.1894	272563.8.peg.341
645463.3.peg.3308	272563.8.peg.3410
645463.3.peg.3309	272563.8.peg.3411
645463.3.peg.3310	272563.8.peg.3412
645463.3.peg.3311	272563.8.peg.3413
645463.3.peg.3312	272563.8.peg.3414
645463.3.peg.3313	272563.8.peg.3415
645463.3.peg.3314	272563.8.peg.3416
645463.3.peg.3315	272563.8.peg.3417
645463.3.peg.3319	272563.8.peg.3418
645463.3.peg.3320	272563.8.peg.3419
645463.3.peg.346	272563.8.peg.342
645463.3.peg.3321	272563.8.peg.3420
645463.3.peg.3322	272563.8.peg.3421
645463.3.peg.3323	272563.8.peg.3422
645463.3.peg.3324	272563.8.peg.3423
645463.3.peg.3325	272563.8.peg.3424
645463.3.peg.3326	272563.8.peg.3425
645463.3.peg.3327	272563.8.peg.3426
645463.3.peg.3328	272563.8.peg.3427
645463.3.peg.3329	272563.8.peg.3428
645463.3.peg.3330	272563.8.peg.3429
645463.3.peg.347	272563.8.peg.343
645463.3.peg.3331	272563.8.peg.3430
645463.3.peg.3332	272563.8.peg.3431
645463.3.peg.3333	272563.8.peg.3432
645463.3.peg.3334	272563.8.peg.3433
645463.3.peg.3335	272563.8.peg.3434
645463.3.peg.3336	272563.8.peg.3435
645463.3.peg.3337	272563.8.peg.3436
645463.3.peg.3338	272563.8.peg.3437
645463.3.peg.3339	272563.8.peg.3438
645463.3.peg.3340	272563.8.peg.3439
645463.3.peg.349	272563.8.peg.344
645463.3.peg.3341	272563.8.peg.3440
645463.3.peg.3342	272563.8.peg.3441
645463.3.peg.3343	272563.8.peg.3442
645463.3.peg.3344	272563.8.peg.3443
645463.3.peg.3345	272563.8.peg.3444
645463.3.peg.3346	272563.8.peg.3445
645463.3.peg.3347	272563.8.peg.3446
645463.3.peg.3348	272563.8.peg.3447
645463.3.peg.3349	272563.8.peg.3448
645463.3.peg.3350	272563.8.peg.3449
645463.3.peg.350	272563.8.peg.345
645463.3.peg.3351	272563.8.peg.3450
645463.3.peg.3352	272563.8.peg.3451
645463.3.peg.3353	272563.8.peg.3452
645463.3.peg.3354	272563.8.peg.3453
645463.3.peg.3355	272563.8.peg.3454
645463.3.peg.215	272563.8.peg.3455
645463.3.peg.3358	272563.8.peg.3456
